timestamp,timestamp_ms,co2,temperature,humidity
2025-05-22 22:30:29.734100+00:00,1274832,645.0,22.08,49.24
2025-05-22 22:30:44.736104+00:00,1289840,645.0,22.08,49.27
2025-05-22 22:30:59.735793+00:00,1304848,645.0,22.1,49.34
2025-05-22 22:31:14.754935+00:00,1319856,644.0,22.07,49.46
2025-05-22 22:31:29.759132+00:00,1334864,644.0,22.08,49.5
2025-05-22 22:31:44.764592+00:00,1349872,644.0,22.08,49.5
2025-05-22 22:31:59.767906+00:00,1364880,644.0,22.09,49.52
2025-05-22 22:32:14.783047+00:00,1379888,643.0,22.09,49.42
2025-05-22 22:32:29.791763+00:00,1394896,644.0,22.11,49.45
2025-05-22 22:32:44.797886+00:00,1409904,644.0,22.1,49.48
2025-05-22 22:32:59.805961+00:00,1424912,645.0,22.12,49.6
2025-05-22 22:33:14.813484+00:00,1439920,646.0,22.1,49.61
2025-05-22 22:33:29.819579+00:00,1454928,647.0,22.11,49.52
2025-05-22 22:33:44.826897+00:00,1469936,646.0,22.11,49.58
2025-05-22 22:33:59.824816+00:00,1484944,647.0,22.1,49.53
2025-05-22 22:34:14.837110+00:00,1499952,646.0,22.08,49.48
2025-05-22 22:34:29.848406+00:00,1514960,646.0,22.12,49.44
2025-05-22 22:34:44.852187+00:00,1529968,646.0,22.11,49.47
2025-05-22 22:34:59.855091+00:00,1544976,645.0,22.09,49.53
2025-05-22 22:35:14.862640+00:00,1559984,646.0,22.1,49.51
2025-05-22 22:35:29.876718+00:00,1574992,645.0,22.1,49.42
2025-05-22 22:35:44.882219+00:00,1590000,646.0,22.11,49.43
2025-05-22 22:35:59.889490+00:00,1605008,646.0,22.11,49.36
2025-05-22 22:36:14.888804+00:00,1620016,645.0,22.11,49.37
2025-05-22 22:36:29.905463+00:00,1635024,646.0,22.12,49.36
2025-05-22 22:36:44.908162+00:00,1650032,645.0,22.08,49.22
2025-05-22 22:36:59.915588+00:00,1665040,646.0,22.09,49.21
2025-05-22 22:37:14.925283+00:00,1680048,646.0,22.1,49.2
2025-05-22 22:37:29.923941+00:00,1695056,645.0,22.09,49.16
2025-05-22 22:37:44.936188+00:00,1710064,645.0,22.13,49.12
2025-05-22 22:37:59.945377+00:00,1725072,644.0,22.11,49.02
2025-05-22 22:38:14.953495+00:00,1740080,643.0,22.12,49.07
2025-05-22 22:38:29.960501+00:00,1755088,643.0,22.12,49.13
