timestamp,timestamp_ms,value
2025-05-23 23:14:19.029099+00:00,648908,22.44
2025-05-23 23:14:34.037203+00:00,663916,22.2
2025-05-23 23:14:49.044365+00:00,678924,21.96
2025-05-23 23:15:04.045921+00:00,693932,21.78
2025-05-23 23:15:19.058378+00:00,708940,21.66
2025-05-23 23:15:34.056293+00:00,723948,21.56
2025-05-23 23:15:49.072033+00:00,738956,21.51
2025-05-23 23:16:04.066534+00:00,753964,21.49
2025-05-23 23:16:19.086380+00:00,768972,21.51
2025-05-23 23:16:34.087498+00:00,783980,21.55
2025-05-23 23:16:49.094204+00:00,798988,21.58
2025-05-23 23:17:04.108469+00:00,813996,21.63
2025-05-23 23:17:19.115264+00:00,829004,21.65
2025-05-23 23:17:34.122380+00:00,844012,21.73
2025-05-23 23:17:49.128158+00:00,859020,21.74
2025-05-23 23:18:04.134850+00:00,874028,21.79
2025-05-23 23:18:19.142882+00:00,889036,21.86
2025-05-23 23:18:34.144682+00:00,904044,21.88
2025-05-23 23:18:49.144511+00:00,919052,21.93
2025-05-23 23:19:04.162714+00:00,934060,21.97
2025-05-23 23:19:19.169832+00:00,949068,21.98
2025-05-23 23:19:34.176953+00:00,964076,22.01
2025-05-23 23:19:49.183227+00:00,979084,22.04
2025-05-23 23:20:04.191750+00:00,994092,22.07
2025-05-23 23:20:19.197305+00:00,1009100,22.11
2025-05-23 23:20:34.204003+00:00,1024108,22.11
2025-05-23 23:20:49.201399+00:00,1039116,22.13
2025-05-23 23:21:04.217315+00:00,1054124,22.15
2025-05-23 23:21:19.217723+00:00,1069132,22.16
2025-05-23 23:21:34.231620+00:00,1084140,22.2
2025-05-23 23:21:49.239833+00:00,1099148,22.22
2025-05-23 23:22:04.246785+00:00,1114156,22.21
2025-05-23 23:22:19.252561+00:00,1129164,22.26
2025-05-23 23:22:34.259277+00:00,1144172,22.25
2025-05-23 23:22:49.266260+00:00,1159180,22.26
2025-05-23 23:23:04.274331+00:00,1174188,22.26
2025-05-23 23:23:19.279899+00:00,1189196,22.27
2025-05-23 23:23:34.286563+00:00,1204204,22.27
2025-05-23 23:23:49.293774+00:00,1219212,22.28
2025-05-23 23:24:04.301065+00:00,1234220,22.28
2025-05-23 23:24:19.307483+00:00,1249228,22.3
2025-05-23 23:24:34.314362+00:00,1264236,22.29
2025-05-23 23:24:49.322410+00:00,1279244,22.3
2025-05-23 23:25:04.329183+00:00,1294252,22.29
2025-05-23 23:25:19.336239+00:00,1309260,22.32
2025-05-23 23:25:34.337119+00:00,1324268,22.31
2025-05-23 23:25:49.349913+00:00,1339276,22.32
2025-05-23 23:26:04.355571+00:00,1354284,22.31
2025-05-23 23:26:19.360801+00:00,1369292,22.31
2025-05-23 23:26:34.369383+00:00,1384300,22.31
2025-05-23 23:26:49.375861+00:00,1399308,22.32
2025-05-23 23:27:04.383063+00:00,1414316,22.33
2025-05-23 23:27:19.391013+00:00,1429324,22.35
2025-05-23 23:27:34.396631+00:00,1444332,22.35
2025-05-23 23:27:49.404761+00:00,1459340,22.34
2025-05-23 23:28:04.408479+00:00,1474348,22.35
2025-05-23 23:28:19.417162+00:00,1489356,22.32
2025-05-23 23:28:34.423908+00:00,1504364,22.32
2025-05-23 23:28:49.422324+00:00,1519372,22.34
2025-05-23 23:29:04.430270+00:00,1534380,22.34
2025-05-23 23:29:19.444176+00:00,1549388,22.34
2025-05-23 23:29:34.452652+00:00,1564396,22.34
2025-05-23 23:29:49.458247+00:00,1579404,22.34
2025-05-23 23:30:04.466300+00:00,1594412,22.35
2025-05-23 23:30:19.472007+00:00,1609420,22.34
2025-05-23 23:30:34.478749+00:00,1624428,22.35
2025-05-23 23:30:49.486914+00:00,1639436,22.35
2025-05-23 23:31:04.492192+00:00,1654444,22.36
2025-05-23 23:31:19.492187+00:00,1669452,22.33
2025-05-23 23:31:34.506412+00:00,1684460,22.36
2025-05-23 23:31:49.507306+00:00,1699468,22.34
2025-05-23 23:32:04.519751+00:00,1714476,22.36
2025-05-23 23:32:19.526208+00:00,1729484,22.35
2025-05-23 23:32:34.534643+00:00,1744492,22.35
2025-05-23 23:32:49.541429+00:00,1759500,22.37
2025-05-23 23:33:04.537557+00:00,1774508,22.34
2025-05-23 23:33:19.544320+00:00,1789516,22.35
2025-05-23 23:33:34.560869+00:00,1804524,22.35
2025-05-23 23:33:49.558742+00:00,1819532,22.35
2025-05-23 23:34:04.575574+00:00,1834540,22.36
2025-05-23 23:34:19.581982+00:00,1849548,22.35
2025-05-23 23:34:34.587937+00:00,1864556,22.38
2025-05-23 23:34:49.595709+00:00,1879564,22.36
2025-05-23 23:35:04.601351+00:00,1894572,22.35
2025-05-23 23:35:19.609380+00:00,1909580,22.35
2025-05-23 23:35:34.615025+00:00,1924588,22.37
2025-05-23 23:35:49.622861+00:00,1939596,22.33
2025-05-23 23:36:04.628361+00:00,1954604,22.34
2025-05-23 23:36:19.632895+00:00,1969612,22.35
2025-05-23 23:36:34.640441+00:00,1984620,22.35
2025-05-23 23:36:49.647884+00:00,1999628,22.35
2025-05-23 23:37:04.644662+00:00,2014636,22.35
2025-05-23 23:37:19.663625+00:00,2029644,22.36
2025-05-23 23:37:34.670526+00:00,2044652,22.34
2025-05-23 23:37:49.677167+00:00,2059660,22.36
2025-05-23 23:38:04.683942+00:00,2074668,22.34
2025-05-23 23:38:19.690530+00:00,2089676,22.35
2025-05-23 23:38:34.697672+00:00,2104684,22.37
2025-05-23 23:38:49.704154+00:00,2119692,22.36
2025-05-23 23:39:04.710901+00:00,2134700,22.36
2025-05-23 23:39:19.715912+00:00,2149708,22.36
2025-05-23 23:39:34.724531+00:00,2164716,22.37
2025-05-23 23:39:49.731088+00:00,2179724,22.36
2025-05-23 23:40:04.738079+00:00,2194732,22.37
2025-05-23 23:40:19.744673+00:00,2209740,22.36
2025-05-23 23:40:34.751497+00:00,2224748,22.36
2025-05-23 23:40:49.758190+00:00,2239756,22.38
2025-05-23 23:41:04.764653+00:00,2254764,22.36
2025-05-23 23:41:19.765687+00:00,2269772,22.4
2025-05-23 23:41:34.778581+00:00,2284780,22.38
2025-05-23 23:41:49.785315+00:00,2299788,22.4
2025-05-23 23:42:04.790356+00:00,2314796,22.39
2025-05-23 23:42:19.797622+00:00,2329804,22.38
2025-05-23 23:42:34.805664+00:00,2344812,22.39
2025-05-23 23:42:49.812357+00:00,2359820,22.38
2025-05-23 23:43:04.815833+00:00,2374828,22.37
2025-05-23 23:43:19.822902+00:00,2389836,22.37
2025-05-23 23:43:34.823561+00:00,2404844,22.4
2025-05-23 23:43:49.838085+00:00,2419852,22.39
2025-05-23 23:44:04.845975+00:00,2434860,22.39
2025-05-23 23:44:19.838194+00:00,2449868,22.38
2025-05-23 23:44:34.859459+00:00,2464876,22.4
2025-05-23 23:44:49.865210+00:00,2479884,22.37
2025-05-23 23:45:04.873237+00:00,2494892,22.39
2025-05-23 23:45:19.879729+00:00,2509900,22.4
2025-05-23 23:45:34.886419+00:00,2524908,22.38
2025-05-23 23:45:49.891648+00:00,2539916,22.4
2025-05-23 23:46:04.898735+00:00,2554924,22.4
2025-05-23 23:46:19.902300+00:00,2569932,22.41
2025-05-23 23:46:34.913424+00:00,2584940,22.39
2025-05-23 23:46:49.920071+00:00,2599948,22.4
2025-05-23 23:47:04.926849+00:00,2614956,22.4
2025-05-23 23:47:19.933583+00:00,2629964,22.4
2025-05-23 23:47:34.940388+00:00,2644972,22.4
2025-05-23 23:47:49.935137+00:00,2659980,22.4
2025-05-23 23:48:04.953705+00:00,2674988,22.4
2025-05-23 23:48:19.947600+00:00,2689996,22.41
2025-05-23 23:48:34.955518+00:00,2705004,22.4
2025-05-23 23:48:49.972736+00:00,2720012,22.42
2025-05-23 23:49:04.979514+00:00,2735020,22.38
2025-05-23 23:49:19.986014+00:00,2750028,22.4
2025-05-23 23:49:34.994017+00:00,2765036,22.42
2025-05-23 23:49:49.999744+00:00,2780044,22.41
2025-05-23 23:50:05.007525+00:00,2795052,22.41
2025-05-23 23:50:20.001942+00:00,2810060,22.41
2025-05-23 23:50:35.019276+00:00,2825068,22.4
2025-05-23 23:50:50.025250+00:00,2840076,22.4
2025-05-23 23:51:05.032826+00:00,2855084,22.41
2025-05-23 23:51:20.034900+00:00,2870092,22.41
2025-05-23 23:51:35.045506+00:00,2885100,22.42
2025-05-23 23:51:50.053563+00:00,2900108,22.44
2025-05-23 23:52:05.050708+00:00,2915116,22.41
2025-05-23 23:52:20.068036+00:00,2930124,22.43
2025-05-23 23:52:35.073489+00:00,2945132,22.43
2025-05-23 23:52:50.079401+00:00,2960140,22.43
2025-05-23 23:53:05.088055+00:00,2975148,22.44
2025-05-23 23:53:20.081746+00:00,2990156,22.44
2025-05-23 23:53:35.100271+00:00,3005164,22.45
2025-05-23 23:53:50.097592+00:00,3020172,22.44
2025-05-23 23:54:05.112599+00:00,3035180,22.45
2025-05-23 23:54:20.120228+00:00,3050188,22.44
2025-05-23 23:54:35.127018+00:00,3065196,22.43
2025-05-23 23:54:50.133798+00:00,3080204,22.46
2025-05-23 23:55:05.140654+00:00,3095212,22.46
2025-05-23 23:55:20.148278+00:00,3110220,22.42
2025-05-23 23:55:35.154963+00:00,3125228,22.47
2025-05-23 23:55:50.161613+00:00,3140236,22.46
2025-05-23 23:56:05.168588+00:00,3155244,22.47
2025-05-23 23:56:20.174489+00:00,3170252,22.46
2025-05-23 23:56:35.181729+00:00,3185260,22.46
2025-05-23 23:56:50.184351+00:00,3200268,22.47
2025-05-23 23:57:05.189218+00:00,3215276,22.47
2025-05-23 23:57:20.200759+00:00,3230284,22.46
2025-05-23 23:57:35.207364+00:00,3245292,22.48
2025-05-23 23:57:50.215285+00:00,3260300,22.45
2025-05-23 23:58:05.221881+00:00,3275308,22.48
2025-05-23 23:58:20.228802+00:00,3290316,22.45
2025-05-23 23:58:35.235466+00:00,3305324,22.47
2025-05-23 23:58:50.240773+00:00,3320332,22.47
2025-05-23 23:59:05.248564+00:00,3335340,22.47
2025-05-23 23:59:20.245751+00:00,3350348,22.48
2025-05-23 23:59:35.261088+00:00,3365356,22.49
2025-05-23 23:59:50.268748+00:00,3380364,22.49
