timestamp,timestamp_ms,value
2025-05-24 00:00:05.273305+00:00,3395372,797
2025-05-24 00:00:20.280807+00:00,3410380,798
2025-05-24 00:00:35.287157+00:00,3425388,798
2025-05-24 00:00:50.294327+00:00,3440396,799
2025-05-24 00:01:05.302105+00:00,3455404,798
2025-05-24 00:01:20.307594+00:00,3470412,799
2025-05-24 00:01:35.314498+00:00,3485420,800
2025-05-24 00:01:50.320173+00:00,3500428,801
2025-05-24 00:02:05.327737+00:00,3515436,800
2025-05-24 00:02:20.335619+00:00,3530444,800
2025-05-24 00:02:35.342044+00:00,3545452,801
2025-05-24 00:02:50.349045+00:00,3560460,800
2025-05-24 00:03:05.354783+00:00,3575468,801
2025-05-24 00:03:20.362009+00:00,3590476,802
2025-05-24 00:03:35.367474+00:00,3605484,803
2025-05-24 00:03:50.370702+00:00,3620492,803
2025-05-24 00:04:05.382327+00:00,3635500,803
2025-05-24 00:04:20.394429+00:00,3650508,803
2025-05-24 00:04:35.408123+00:00,3665516,802
2025-05-24 00:04:50.419793+00:00,3680524,802
2025-05-24 00:05:05.432662+00:00,3695532,803
2025-05-24 00:05:20.445058+00:00,3710540,803
2025-05-24 00:05:35.455560+00:00,3725548,803
2025-05-24 00:05:50.469297+00:00,3740556,803
2025-05-24 00:06:05.479758+00:00,3755564,803
2025-05-24 00:06:20.493826+00:00,3770572,804
2025-05-24 00:06:35.504925+00:00,3785580,804
2025-05-24 00:06:50.517925+00:00,3800588,804
2025-05-24 00:07:05.530658+00:00,3815596,804
2025-05-24 00:07:20.541390+00:00,3830604,805
2025-05-24 00:07:35.553646+00:00,3845612,804
2025-05-24 00:07:50.565648+00:00,3860620,804
2025-05-24 00:08:05.567344+00:00,3875628,805
2025-05-24 00:08:20.592033+00:00,3890636,806
2025-05-24 00:08:35.604186+00:00,3905644,806
2025-05-24 00:08:50.616420+00:00,3920652,806
2025-05-24 00:09:05.627564+00:00,3935660,804
2025-05-24 00:09:20.638789+00:00,3950668,805
2025-05-24 00:09:35.650095+00:00,3965676,804
2025-05-24 00:09:50.661908+00:00,3980684,804
2025-05-24 00:10:05.673107+00:00,3995692,804
2025-05-24 00:10:20.680901+00:00,4010700,804
2025-05-24 00:10:35.682532+00:00,4025708,804
2025-05-24 00:10:50.708527+00:00,4040716,805
2025-05-24 00:11:05.718663+00:00,4055724,807
2025-05-24 00:11:20.730086+00:00,4070732,806
2025-05-24 00:11:35.742799+00:00,4085740,806
2025-05-24 00:11:50.754366+00:00,4100748,806
2025-05-24 00:12:05.755531+00:00,4115756,806
2025-05-24 00:12:20.775217+00:00,4130764,807
2025-05-24 00:12:35.781171+00:00,4145772,807
2025-05-24 00:12:50.787411+00:00,4160780,808
2025-05-24 00:13:05.811425+00:00,4175788,808
2025-05-24 00:13:20.823192+00:00,4190796,808
2025-05-24 00:13:35.834484+00:00,4205804,808
2025-05-24 00:13:50.844566+00:00,4220812,807
2025-05-24 00:14:05.855689+00:00,4235820,807
2025-05-24 00:14:20.867793+00:00,4250828,808
2025-05-24 00:14:35.869637+00:00,4265836,808
2025-05-24 00:14:50.879405+00:00,4280844,808
